Winner,Loser,Winner_Score,Loser_Score
plyr. Libya,plyr. Tunisia,2,0
plyr. Switzerland,plyr. Liechtenstein,1,0
plyr. Algeria,plyr. Nigeria,2,1
plyr. Zambia,plyr. Ethiopia,1,0
plyr. Russia,plyr. Greece,2,0
plyr. United Arab Emirates,plyr. Singapore,3,0
plyr. Ghana,plyr. Tunisia,1,0
plyr. Zambia,plyr. Nigeria,3,0
plyr. Ghana,plyr. Algeria,3,2
plyr. Libya,plyr. Zambia,2,1
plyr. Zambia,plyr. Algeria,2,0
plyr. United Arab Emirates,plyr. Qatar,1,0
plyr. Kuwait,plyr. Bahrain,2,0
plyr. Brazil,plyr. Germany,1,0
plyr. South Korea,plyr. Japan,3,0
plyr. United States,plyr. Trinidad and Tobago,2,1
plyr. United Arab Emirates,plyr. Saudi Arabia,1,0
plyr. Qatar,plyr. Oman,3,0
plyr. Chile,plyr. Peru,2,1
plyr. Scotland,plyr. Netherlands,2,1
plyr. Czechoslovakia,plyr. Greece,2,1
plyr. Austria,plyr. Hungary,3,2
plyr. Switzerland,plyr. Portugal,2,1
plyr. Kuwait,plyr. United Arab Emirates,2,0
plyr. Kuwait,plyr. Saudi Arabia,1,0
plyr. Bahrain,plyr. United Arab Emirates,3,2
plyr. Kuwait,plyr. Oman,2,0
plyr. Saudi Arabia,plyr. Qatar,1,0
plyr. Peru,plyr. Chile,1,0
plyr. Bahrain,plyr. Qatar,1,0
plyr. Saudi Arabia,plyr. Oman,3,0
plyr. Nepal,plyr. Bhutan,3,1
plyr. United Arab Emirates,plyr. Oman,3,1
plyr. Qatar,plyr. Kuwait,2,1
plyr. Romania,plyr. Bulgaria,2,1
plyr. German DR,plyr. Italy,1,0
plyr. Germany,plyr. Czechoslovakia,2,1
plyr. Netherlands,plyr. Greece,1,0
plyr. El Salvador,plyr. Honduras,3,2
plyr. Peru,plyr. Hungary,2,1
plyr. Nepal,plyr. Thailand,1,0
plyr. England,plyr. Wales,1,0
plyr. Algeria,plyr. Republic of Ireland,2,0
plyr. Austria,plyr. Czechoslovakia,2,1
plyr. Belgium,plyr. Bulgaria,2,1
plyr. Peru,plyr. France,1,0
plyr. Spain,plyr. Switzerland,2,0
plyr. Cameroon,plyr. Senegal,2,1
plyr. Romania,plyr. Cyprus,3,1
plyr. Argentina,plyr. Bulgaria,2,1
plyr. Brazil,plyr. Portugal,3,1
plyr. Singapore,plyr. Nepal,2,0
plyr. Russia,plyr. German DR,1,0
plyr. Singapore,plyr. Philippines,1,0
plyr. Macau,plyr. Hong Kong,1,0
plyr. South Korea,plyr. Thailand,3,0
plyr. Jersey,plyr. Guernsey,2,1
plyr. Argentina,plyr. Romania,1,0
plyr. Morocco,plyr. Senegal,2,1
plyr. Thailand,plyr. Singapore,1,0
plyr. Barbados,plyr. Bermuda,2,1
plyr. Peru,plyr. Romania,2,0
plyr. Austria,plyr. Denmark,1,0
plyr. Chile,plyr. Republic of Ireland,1,0
plyr. Scotland,plyr. Wales,1,0
plyr. England,plyr. Netherlands,2,0
plyr. Denmark,plyr. Belgium,1,0
plyr. Wales,plyr. Northern Ireland,3,0
plyr. England,plyr. Scotland,1,0
plyr. Trinidad and Tobago,plyr. Republic of Ireland,2,1
plyr. Wales,plyr. France,1,0
plyr. Japan,plyr. Singapore,2,0
plyr. Malta,plyr. Iceland,2,1
plyr. Liechtenstein,plyr. China PR,2,0
plyr. Zimbabwe,plyr. Uganda,2,1
plyr. South Korea,plyr. India,1,0
plyr. South Korea,plyr. Bahrain,3,0
plyr. Belgium,plyr. Argentina,1,0
plyr. Brazil,plyr. Russia,2,1
plyr. Norway,plyr. Denmark,2,1
plyr. England,plyr. France,3,1
plyr. Algeria,plyr. Germany,2,1
plyr. Austria,plyr. Chile,1,0
plyr. Belgium,plyr. El Salvador,1,0
plyr. Russia,plyr. New Zealand,3,0
plyr. England,plyr. Czechoslovakia,2,0
plyr. Spain,plyr. Yugoslavia,2,1
plyr. Austria,plyr. Algeria,2,0
plyr. Tunisia,plyr. China PR,1,0
plyr. Argentina,plyr. El Salvador,2,0
plyr. Algeria,plyr. Chile,3,2
plyr. Yugoslavia,plyr. Honduras,1,0
plyr. England,plyr. Kuwait,1,0
plyr. Germany,plyr. Austria,1,0
plyr. Northern Ireland,plyr. Spain,1,0
plyr. China PR,plyr. Tunisia,2,1
plyr. Suriname,plyr. Trinidad and Tobago,3,2
plyr. France,plyr. Austria,1,0
plyr. Poland,plyr. Belgium,3,0
plyr. Italy,plyr. Argentina,2,1
plyr. Russia,plyr. Belgium,1,0
plyr. Brazil,plyr. Argentina,3,1
plyr. Germany,plyr. Spain,2,1
plyr. Italy,plyr. Brazil,3,2
plyr. Tanzania,plyr. Malawi,1,0
plyr. Malawi,plyr. Tanzania,2,0
plyr. Italy,plyr. Poland,2,0
plyr. Poland,plyr. France,3,2
plyr. Finland,plyr. Iceland,3,2
plyr. Italy,plyr. Germany,3,1
plyr. China PR,plyr. Hong Kong,2,0
plyr. Réunion,plyr. Zimbabwe,3,2
plyr. Indonesia,plyr. Malaysia,2,0
plyr. Senegal,plyr. South Korea,2,0
plyr. Ghana,plyr. Singapore,3,0
plyr. Malaysia,plyr. United Arab Emirates,1,0
plyr. Ghana,plyr. India,1,0
plyr. Senegal,plyr. United Arab Emirates,3,1
plyr. South Korea,plyr. Malaysia,2,1
plyr. Denmark,plyr. Finland,3,2
plyr. Norway,plyr. Sweden,1,0
plyr. Singapore,plyr. India,3,0
plyr. South Korea,plyr. United Arab Emirates,3,2
plyr. Malaysia,plyr. Senegal,1,0
plyr. Singapore,plyr. Thailand,2,0
plyr. United Arab Emirates,plyr. Indonesia,2,1
plyr. Mauritius,plyr. Zimbabwe,2,0
plyr. Burundi,plyr. Rwanda,1,0
plyr. Zimbabwe,plyr. Réunion,1,0
plyr. Romania,plyr. Denmark,1,0
plyr. Switzerland,plyr. Bulgaria,3,2
plyr. Poland,plyr. Finland,3,2
plyr. German DR,plyr. Iceland,1,0
plyr. Romania,plyr. Sweden,2,0
plyr. Malawi,plyr. Zimbabwe,2,0
plyr. Rwanda,plyr. Somalia,1,0
plyr. Portugal,plyr. Finland,2,0
plyr. Netherlands,plyr. Republic of Ireland,2,1
plyr. Wales,plyr. Norway,1,0
plyr. Uganda,plyr. Tanzania,3,2
plyr. Saudi Arabia,plyr. Morocco,2,1
plyr. Malawi,plyr. Zimbabwe,2,0
plyr. Malaysia,plyr. Singapore,1,0
plyr. Belgium,plyr. Switzerland,3,0
plyr. France,plyr. Hungary,1,0
plyr. Greece,plyr. Luxembourg,2,0
plyr. Portugal,plyr. Poland,2,1
plyr. Australia,plyr. Indonesia,2,0
plyr. Austria,plyr. Northern Ireland,2,0
plyr. Germany,plyr. England,2,1
plyr. Republic of Ireland,plyr. Iceland,2,0
plyr. Norway,plyr. Yugoslavia,3,1
plyr. Russia,plyr. Finland,2,0
plyr. Scotland,plyr. German DR,2,0
plyr. Czechoslovakia,plyr. Denmark,3,1
plyr. Switzerland,plyr. Italy,1,0
plyr. Togo,plyr. Senegal,2,1
plyr. Spain,plyr. Iceland,1,0
plyr. Turkey,plyr. Albania,1,0
plyr. Liberia,plyr. Sierra Leone,1,0
plyr. Denmark,plyr. Luxembourg,2,1
plyr. France,plyr. Netherlands,2,1
plyr. Singapore,plyr. Malaysia,3,1
plyr. Ghana,plyr. Angola,2,1
plyr. Sweden,plyr. Cyprus,1,0
plyr. Kuwait,plyr. Norway,1,0
plyr. Uganda,plyr. Malawi,2,1
plyr. Kenya,plyr. Sudan,2,0
plyr. Mali,plyr. Gambia,3,1
plyr. Zimbabwe,plyr. Tanzania,3,0
plyr. Togo,plyr. Sierra Leone,3,0
plyr. Yugoslavia,plyr. Bulgaria,1,0
plyr. England,plyr. Greece,3,0
plyr. Northern Ireland,plyr. Germany,1,0
plyr. Switzerland,plyr. Scotland,2,0
plyr. Uganda,plyr. Tanzania,1,0
plyr. Zanzibar,plyr. Sudan,1,0
plyr. Malawi,plyr. Tanzania,2,0
plyr. Saudi Arabia,plyr. Thailand,1,0
plyr. China PR,plyr. Malaysia,1,0
plyr. India,plyr. Bangladesh,2,0
plyr. Kuwait,plyr. Nepal,3,1
plyr. Japan,plyr. Iran,1,0
plyr. South Korea,plyr. South Yemen,3,0
plyr. North Korea,plyr. Thailand,3,0
plyr. India,plyr. Malaysia,1,0
plyr. China PR,plyr. Bangladesh,1,0
plyr. Iraq,plyr. Nepal,3,0
plyr. Iran,plyr. South Korea,1,0
plyr. Japan,plyr. South Yemen,3,1
plyr. Kenya,plyr. Zimbabwe,2,1
plyr. Uganda,plyr. Zanzibar,3,0
plyr. Thailand,plyr. Syria,3,1
plyr. Bangladesh,plyr. Malaysia,2,1
plyr. Kuwait,plyr. Iraq,2,1
plyr. Myanmar,plyr. Nepal,3,0
plyr. Japan,plyr. South Korea,2,1
plyr. Iran,plyr. South Yemen,2,0
plyr. Zimbabwe,plyr. Zanzibar,3,0
plyr. North Korea,plyr. China PR,1,0
plyr. Saudi Arabia,plyr. India,1,0
plyr. Gambia,plyr. Mali,1,0
plyr. Senegal,plyr. Niger,1,0
plyr. Togo,plyr. Sierra Leone,1,0
plyr. Iraq,plyr. Japan,1,0
plyr. Kuwait,plyr. Iran,1,0
plyr. Kuwait,plyr. North Korea,3,2
plyr. Switzerland,plyr. Greece,3,1
plyr. Iraq,plyr. Saudi Arabia,1,0
plyr. Saudi Arabia,plyr. North Korea,2,0
plyr. Iraq,plyr. Kuwait,1,0
plyr. Tunisia,plyr. Angola,3,1
plyr. Belgium,plyr. Scotland,3,2
plyr. Algeria,plyr. Tunisia,1,0
plyr. Greece,plyr. Cyprus,1,0
plyr. Mali,plyr. Ivory Coast,1,0
plyr. Egypt,plyr. Hungary,1,0
plyr. Hungary,plyr. Egypt,2,0
plyr. Niger,plyr. Senegal,2,0
plyr. Tunisia,plyr. Malta,2,1
plyr. Senegal,plyr. Guinea,1,0
plyr. Romania,plyr. Greece,3,1
plyr. Mauritania,plyr. Benin,2,0
plyr. Senegal,plyr. Niger,2,0
plyr. Gambia,plyr. Sierra Leone,1,0
plyr. Tunisia,plyr. German DR,1,0
plyr. German DR,plyr. Tunisia,2,0
plyr. France,plyr. Portugal,3,0
plyr. Spain,plyr. Netherlands,1,0
plyr. Sierra Leone,plyr. Gambia,1,0
plyr. Guadeloupe,plyr. Dominica,1,0
plyr. Martinique,plyr. Saint Vincent and the Grenadines,3,1
plyr. New Zealand,plyr. Australia,2,1
plyr. Cameroon,plyr. Egypt,2,0
plyr. England,plyr. Wales,2,1
plyr. German DR,plyr. Greece,2,1
plyr. Ivory Coast,plyr. Guinea,3,2
plyr. Portugal,plyr. Germany,1,0
plyr. New Zealand,plyr. Australia,2,0
plyr. Barbados,plyr. Suriname,1,0
plyr. Guadeloupe,plyr. Dominica,2,1
plyr. Romania,plyr. Turkey,3,1
plyr. Senegal,plyr. Morocco,1,0
plyr. Mexico,plyr. Costa Rica,1,0
plyr. German DR,plyr. Finland,3,1
plyr. Congo,plyr. Gabon,3,2
plyr. Congo,plyr. Benin,2,0
plyr. Mexico,plyr. Costa Rica,1,0
plyr. Poland,plyr. Bulgaria,3,1
plyr. Tunisia,plyr. Morocco,1,0
plyr. Congo,plyr. Togo,2,0
plyr. Germany,plyr. Albania,2,1
plyr. Togo,plyr. Benin,2,0
plyr. Belgium,plyr. German DR,2,1
plyr. Republic of Ireland,plyr. Malta,1,0
plyr. Northern Ireland,plyr. Turkey,2,1
plyr. Yugoslavia,plyr. Romania,2,0
plyr. Uganda,plyr. Ethiopia,1,0
plyr. Antigua and Barbuda,plyr. Guadeloupe,3,2
plyr. Congo,plyr. Angola,1,0
plyr. Ethiopia,plyr. Uganda,2,1
plyr. Mozambique,plyr. Cameroon,3,0
plyr. Mexico,plyr. Guatemala,2,0
plyr. United States,plyr. Haiti,2,0
plyr. Libya,plyr. Senegal,2,1
plyr. Nigeria,plyr. Angola,2,0
plyr. Congo,plyr. Egypt,2,0
plyr. Ethiopia,plyr. Mauritius,1,0
plyr. Togo,plyr. Guinea,1,0
plyr. Madagascar,plyr. Uganda,1,0
plyr. Sudan,plyr. Zambia,2,1
plyr. German DR,plyr. Bulgaria,3,0
plyr. Russia,plyr. Switzerland,1,0
plyr. Romania,plyr. Italy,1,0
plyr. Guinea-Bissau,plyr. Togo,2,0
plyr. Ivory Coast,plyr. Mali,2,1
plyr. Sierra Leone,plyr. Jordan,2,1
plyr. Egypt,plyr. Congo,2,0
plyr. Germany,plyr. Turkey,3,0
plyr. Angola,plyr. Nigeria,1,0
plyr. Mali,plyr. Morocco,2,0
plyr. Mauritius,plyr. Ethiopia,1,0
plyr. Tunisia,plyr. Rwanda,1,0
plyr. Senegal,plyr. Libya,1,0
plyr. Togo,plyr. Guinea,2,0
plyr. Madagascar,plyr. Uganda,2,1
plyr. Belgium,plyr. German DR,2,1
plyr. Denmark,plyr. Greece,1,0
plyr. England,plyr. Hungary,2,0
plyr. Sweden,plyr. Netherlands,3,0
plyr. Northern Ireland,plyr. Albania,1,0
plyr. Spain,plyr. Republic of Ireland,2,0
plyr. Wales,plyr. Bulgaria,1,0
plyr. Brazil,plyr. Chile,3,2
plyr. Ghana,plyr. Libya,1,0
plyr. Iraq,plyr. Egypt,2,1
plyr. Nigeria,plyr. Ethiopia,1,0
plyr. Ethiopia,plyr. Libya,1,0
plyr. Ghana,plyr. Nigeria,1,0
plyr. Guinea,plyr. Guinea-Bissau,3,0
plyr. Guernsey,plyr. Jersey,2,1
plyr. Libya,plyr. Ethiopia,1,0
plyr. Honduras,plyr. Guatemala,2,0
plyr. Taiwan,plyr. Indonesia,2,0
plyr. Guyana,plyr. Barbados,2,0
plyr. Togo,plyr. Guinea-Bissau,3,0
plyr. Greece,plyr. Hungary,3,2
plyr. Spain,plyr. Malta,3,2
plyr. Czechoslovakia,plyr. Romania,1,0
plyr. Madagascar,plyr. Kenya,2,1
plyr. Scotland,plyr. Wales,2,0
plyr. Singapore,plyr. Malaysia,2,1
plyr. Spain,plyr. Iceland,1,0
plyr. Sweden,plyr. Italy,2,0
plyr. Brunei,plyr. Myanmar,2,1
plyr. Wales,plyr. Northern Ireland,1,0
plyr. Indonesia,plyr. Myanmar,2,1
plyr. Thailand,plyr. Brunei,2,1
plyr. Denmark,plyr. Hungary,3,1
plyr. England,plyr. Scotland,2,0
plyr. Russia,plyr. Finland,1,0
plyr. Yugoslavia,plyr. Romania,1,0
plyr. Myanmar,plyr. Thailand,1,0
plyr. Iceland,plyr. Malta,1,0
plyr. Thailand,plyr. Singapore,2,1
plyr. New Zealand,plyr. Ghana,2,0
plyr. Japan,plyr. Syria,1,0
plyr. Austria,plyr. Albania,2,1
plyr. Thailand,plyr. Indonesia,3,0
plyr. South Korea,plyr. Nigeria,1,0
plyr. Romania,plyr. Sweden,1,0
plyr. Uruguay,plyr. Paraguay,3,0
plyr. Nigeria,plyr. Indonesia,2,1
plyr. Scotland,plyr. Canada,2,0
plyr. South Korea,plyr. Indonesia,3,0
plyr. Ghana,plyr. Sudan,3,1
plyr. England,plyr. Australia,1,0
plyr. South Korea,plyr. Ghana,1,0
plyr. Scotland,plyr. Canada,3,0
plyr. Malawi,plyr. Mozambique,2,0
plyr. Brazil,plyr. Switzerland,2,1
plyr. Réunion,plyr. Seychelles,2,1
plyr. Argentina,plyr. Chile,1,0
plyr. Niger,plyr. Mauritania,1,0
plyr. Hong Kong,plyr. Macau,1,0
plyr. Ethiopia,plyr. Togo,2,1
plyr. Faroe Islands,plyr. Greenland,3,2
plyr. Mauritius,plyr. Seychelles,2,1
plyr. Malawi,plyr. Zimbabwe,1,0
plyr. Qatar,plyr. Sudan,3,1
plyr. Qatar,plyr. Sudan,2,0
plyr. Madagascar,plyr. Réunion,3,0
plyr. Paraguay,plyr. Argentina,1,0
plyr. Chile,plyr. Bolivia,2,1
plyr. China PR,plyr. Thailand,2,1
plyr. Mauritania,plyr. Cape Verde,2,0
plyr. Chile,plyr. Peru,1,0
plyr. Cape Verde,plyr. Mali,1,0
plyr. Guinea-Bissau,plyr. Guinea,2,1
plyr. Martinique,plyr. Antigua and Barbuda,2,0
plyr. Trinidad and Tobago,plyr. French Guiana,1,0
plyr. Senegal,plyr. Gambia,2,1
plyr. Mali,plyr. Mauritania,2,0
plyr. Paraguay,plyr. Chile,1,0
plyr. French Guiana,plyr. Antigua and Barbuda,1,0
plyr. Martinique,plyr. Trinidad and Tobago,3,1
plyr. Russia,plyr. German DR,3,1
plyr. Trinidad and Tobago,plyr. Antigua and Barbuda,2,1
plyr. Senegal,plyr. Mali,2,1
plyr. Guinea-Bissau,plyr. Mauritania,2,1
plyr. Mali,plyr. Mauritania,2,0
plyr. Senegal,plyr. Guinea-Bissau,3,0
plyr. Panama,plyr. Cuba,1,0
plyr. Costa Rica,plyr. Cuba,3,0
plyr. Bolivia,plyr. Paraguay,2,1
plyr. Chile,plyr. Peru,2,0
plyr. Guatemala,plyr. South Korea,2,1
plyr. Costa Rica,plyr. Cuba,2,0
plyr. Paraguay,plyr. Bolivia,3,1
plyr. Bulgaria,plyr. Algeria,3,2
plyr. Colombia,plyr. Bolivia,1,0
plyr. Egypt,plyr. Tunisia,1,0
plyr. Malawi,plyr. Madagascar,1,0
plyr. Fiji,plyr. New Zealand,2,0
plyr. Chile,plyr. Paraguay,3,2
plyr. Brazil,plyr. Ecuador,1,0
plyr. Peru,plyr. Colombia,1,0
plyr. New Zealand,plyr. Fiji,1,0
plyr. Greece,plyr. Libya,3,2
plyr. Wallis Islands and Futuna,plyr. Tonga,3,0
plyr. Samoa,plyr. American Samoa,3,1
plyr. American Samoa,plyr. Wallis Islands and Futuna,3,0
plyr. Tonga,plyr. American Samoa,3,2
plyr. Argentina,plyr. Brazil,1,0
plyr. Romania,plyr. German DR,1,0
plyr. Wallis Islands and Futuna,plyr. Samoa,2,1
plyr. Tahiti,plyr. Papua New Guinea,2,1
plyr. Algeria,plyr. Ivory Coast,3,0
plyr. Algeria,plyr. Senegal,2,0
plyr. Sudan,plyr. Cameroon,2,0
plyr. Togo,plyr. Ethiopia,3,0
plyr. Libya,plyr. Zimbabwe,3,1
plyr. Bulgaria,plyr. Greece,3,2
plyr. Uruguay,plyr. Chile,2,1
plyr. Peru,plyr. Bolivia,2,1
plyr. Uruguay,plyr. Venezuela,3,0
plyr. Denmark,plyr. France,3,1
plyr. Sweden,plyr. Finland,3,0
plyr. Netherlands,plyr. Iceland,3,0
plyr. Bulgaria,plyr. Norway,2,1
plyr. Malaysia,plyr. Singapore,1,0
plyr. Chile,plyr. Uruguay,2,0
plyr. New Caledonia,plyr. Solomon Islands,1,0
plyr. Fiji,plyr. New Caledonia,3,2
plyr. Fiji,plyr. Papua New Guinea,2,0
plyr. Tahiti,plyr. Samoa,2,0
plyr. Tahiti,plyr. Fiji,1,0
plyr. New Caledonia,plyr. Papua New Guinea,2,1
plyr. Uruguay,plyr. Venezuela,2,1
plyr. Ghana,plyr. Thailand,2,1
plyr. Denmark,plyr. England,1,0
plyr. Republic of Ireland,plyr. Iceland,3,0
plyr. Northern Ireland,plyr. Austria,3,1
plyr. Scotland,plyr. Uruguay,2,0
plyr. Sweden,plyr. Czechoslovakia,1,0
plyr. Bangladesh,plyr. Nepal,1,0
plyr. Ghana,plyr. Liberia,1,0
plyr. Ivory Coast,plyr. Togo,3,0
plyr. Malaysia,plyr. Bangladesh,1,0
plyr. Ghana,plyr. Ivory Coast,2,0
plyr. Ghana,plyr. Togo,3,1
plyr. Ivory Coast,plyr. Liberia,2,1
plyr. Germany,plyr. Austria,3,0
plyr. Italy,plyr. Greece,3,0
plyr. Paraguay,plyr. Peru,2,0
plyr. Sierra Leone,plyr. Mali,1,0
plyr. Russia,plyr. Poland,2,0
plyr. German DR,plyr. Switzerland,3,0
plyr. England,plyr. Hungary,3,0
plyr. Netherlands,plyr. Republic of Ireland,3,2
plyr. Turkey,plyr. Northern Ireland,1,0
plyr. Yugoslavia,plyr. Norway,2,1
plyr. Uruguay,plyr. Peru,1,0
plyr. Sweden,plyr. Italy,3,0
plyr. Bulgaria,plyr. Czechoslovakia,2,1
plyr. Hungary,plyr. Denmark,1,0
plyr. Switzerland,plyr. Yugoslavia,2,0
plyr. Malawi,plyr. Zanzibar,1,0
plyr. Uruguay,plyr. Brazil,2,0
plyr. Portugal,plyr. Poland,1,0
plyr. Tanzania,plyr. Malawi,1,0
plyr. Switzerland,plyr. Belgium,3,1
plyr. Romania,plyr. Cyprus,1,0
plyr. Kenya,plyr. Uganda,2,1
plyr. Zimbabwe,plyr. Malawi,1,0
plyr. Portugal,plyr. Russia,1,0
plyr. Uganda,plyr. Sudan,2,1
plyr. Kenya,plyr. Ethiopia,2,0
plyr. Nigeria,plyr. Senegal,1,0
plyr. Bulgaria,plyr. Wales,1,0
plyr. Czechoslovakia,plyr. Italy,2,0
plyr. German DR,plyr. Scotland,2,1
plyr. Northern Ireland,plyr. Germany,1,0
plyr. Denmark,plyr. Greece,2,0
plyr. Netherlands,plyr. Spain,2,1
plyr. Sudan,plyr. Tanzania,1,0
plyr. Turkey,plyr. Austria,3,1
plyr. Zimbabwe,plyr. Zanzibar,2,1
plyr. Uganda,plyr. Ethiopia,2,1
plyr. Malawi,plyr. Somalia,2,1
plyr. Sudan,plyr. Ethiopia,2,0
plyr. Nigeria,plyr. Senegal,1,0
plyr. Zimbabwe,plyr. Somalia,2,1
plyr. Germany,plyr. Albania,2,1
plyr. Malawi,plyr. Zanzibar,3,1
plyr. Kenya,plyr. Sudan,1,0
plyr. Mexico,plyr. Sweden,2,0
plyr. Kenya,plyr. Malawi,2,0
plyr. Zimbabwe,plyr. Uganda,1,0
plyr. Uganda,plyr. Malawi,2,1
plyr. Kenya,plyr. Zimbabwe,1,0
plyr. Switzerland,plyr. Algeria,2,1
plyr. Ivory Coast,plyr. Switzerland,1,0
plyr. China PR,plyr. Australia,2,1
plyr. Zimbabwe,plyr. Switzerland,3,2
plyr. Canada,plyr. Belize,2,0
plyr. Kenya,plyr. Ethiopia,1,0
plyr. Honduras,plyr. Canada,3,1
plyr. Kenya,plyr. Ethiopia,2,1
plyr. Northern Ireland,plyr. Scotland,2,0
plyr. Greece,plyr. Luxembourg,1,0
plyr. Honduras,plyr. Canada,1,0
plyr. Singapore,plyr. China PR,1,0
plyr. Ivory Coast,plyr. Togo,2,1
plyr. Ivory Coast,plyr. Togo,1,0
plyr. Yugoslavia,plyr. Bulgaria,3,2
plyr. Italy,plyr. Cyprus,3,1
plyr. Sierra Leone,plyr. Mauritania,1,0
plyr. Gambia,plyr. Sierra Leone,1,0
plyr. Senegal,plyr. Mauritania,2,0
plyr. Ivory Coast,plyr. Sierra Leone,1,0
plyr. Poland,plyr. India,2,1
plyr. Argentina,plyr. India,1,0
plyr. Poland,plyr. China PR,1,0
plyr. Gambia,plyr. Guinea,1,0
plyr. Senegal,plyr. Guinea,1,0
plyr. Hungary,plyr. Spain,1,0
plyr. China PR,plyr. Argentina,1,0
plyr. Egypt,plyr. Turkey,1,0
plyr. Turkey,plyr. Egypt,1,0
plyr. Ivory Coast,plyr. Guinea,3,0
plyr. China PR,plyr. India,3,0
plyr. Poland,plyr. China PR,1,0
plyr. Ghana,plyr. Gambia,1,0
plyr. Ghana,plyr. Guinea,2,1
plyr. Ivory Coast,plyr. Senegal,1,0
plyr. Mali,plyr. Liberia,1,0
plyr. Ivory Coast,plyr. Congo,3,2
plyr. Sierra Leone,plyr. Cape Verde,2,0
plyr. Senegal,plyr. Guinea-Bissau,3,2
plyr. Mali,plyr. Mauritania,1,0
plyr. Sierra Leone,plyr. Gambia,1,0
plyr. Guinea-Bissau,plyr. Mauritania,2,1
plyr. Mali,plyr. Senegal,1,0
plyr. Gambia,plyr. Cape Verde,2,0
plyr. Malawi,plyr. Zambia,1,0
plyr. Guinea-Bissau,plyr. Mali,1,0
plyr. Germany,plyr. Bulgaria,3,2
plyr. Senegal,plyr. Gambia,1,0
plyr. German DR,plyr. Greece,3,1
plyr. Togo,plyr. Ghana,2,1
plyr. Mali,plyr. Gambia,2,0
plyr. Honduras,plyr. Peru,3,1
plyr. Iraq,plyr. Egypt,2,1
plyr. Scotland,plyr. Wales,2,1
plyr. Germany,plyr. Belgium,1,0
plyr. France,plyr. England,2,0
plyr. Spain,plyr. Luxembourg,1,0
plyr. Italy,plyr. Turkey,2,1
plyr. Egypt,plyr. Cameroon,1,0
plyr. Ivory Coast,plyr. Togo,3,0
plyr. Algeria,plyr. Malawi,3,0
plyr. Nigeria,plyr. Ghana,2,1
plyr. Egypt,plyr. Ivory Coast,2,1
plyr. Romania,plyr. Greece,2,0
plyr. Algeria,plyr. Ghana,2,0
plyr. Kuwait,plyr. Finland,1,0
plyr. Bahrain,plyr. Oman,1,0
plyr. Cameroon,plyr. Ivory Coast,2,0
plyr. United Arab Emirates,plyr. Kuwait,2,0
plyr. Qatar,plyr. Saudi Arabia,2,1
plyr. Ghana,plyr. Malawi,1,0
plyr. Turkey,plyr. Luxembourg,3,1
plyr. Iraq,plyr. Oman,2,1
plyr. Kuwait,plyr. Bahrain,1,0
plyr. United Arab Emirates,plyr. Qatar,1,0
plyr. Saudi Arabia,plyr. Oman,3,1
plyr. Qatar,plyr. Kuwait,2,1
plyr. Algeria,plyr. Egypt,3,1
plyr. Cameroon,plyr. Nigeria,3,1
plyr. Qatar,plyr. Oman,2,0
plyr. Cuba,plyr. Panama,1,0
plyr. Iraq,plyr. Bahrain,1,0
plyr. Iraq,plyr. Kuwait,3,1
plyr. Ethiopia,plyr. Djibouti,2,0
plyr. Saudi Arabia,plyr. United Arab Emirates,2,0
plyr. Qatar,plyr. Iraq,2,1
plyr. Saudi Arabia,plyr. Bahrain,2,0
plyr. France,plyr. Austria,1,0
plyr. German DR,plyr. Czechoslovakia,2,1
plyr. Germany,plyr. Russia,2,1
plyr. Canada,plyr. Haiti,1,0
plyr. New Zealand,plyr. Malaysia,2,0
plyr. Yugoslavia,plyr. Hungary,2,1
plyr. England,plyr. Northern Ireland,1,0
plyr. Israel,plyr. Republic of Ireland,3,0
plyr. Spain,plyr. Denmark,2,1
plyr. Kenya,plyr. China PR,1,0
plyr. Belgium,plyr. Poland,1,0
plyr. France,plyr. Germany,1,0
plyr. Panama,plyr. Nicaragua,2,0
plyr. Haiti,plyr. Jamaica,1,0
plyr. Norway,plyr. Luxembourg,2,0
plyr. Austria,plyr. Cyprus,2,1
plyr. Wales,plyr. England,1,0
plyr. Russia,plyr. Finland,3,1
plyr. Czechoslovakia,plyr. Denmark,1,0
plyr. Germany,plyr. Italy,1,0
plyr. Italy,plyr. Canada,2,0
plyr. Finland,plyr. Northern Ireland,1,0
plyr. El Salvador,plyr. Panama,2,1
plyr. Japan,plyr. China PR,1,0
plyr. France,plyr. Scotland,2,0
plyr. Russia,plyr. England,2,0
plyr. Yugoslavia,plyr. Portugal,3,2
plyr. Republic of Ireland,plyr. China PR,1,0
plyr. Ethiopia,plyr. Djibouti,2,0
plyr. South Korea,plyr. Guatemala,2,0
plyr. Norway,plyr. Wales,1,0
plyr. Denmark,plyr. Sweden,1,0
plyr. Zimbabwe,plyr. Djibouti,3,1
plyr. Yugoslavia,plyr. Spain,1,0
plyr. Portugal,plyr. Luxembourg,2,1
plyr. India,plyr. Trinidad and Tobago,2,1
plyr. England,plyr. Brazil,2,0
plyr. Ethiopia,plyr. Zimbabwe,2,0
plyr. Trinidad and Tobago,plyr. India,3,0
plyr. France,plyr. Denmark,1,0
plyr. Belgium,plyr. Yugoslavia,2,0
plyr. Uruguay,plyr. England,2,0
plyr. Honduras,plyr. Panama,3,0
plyr. Germany,plyr. Romania,2,1
plyr. Hong Kong,plyr. Macau,3,0
plyr. Guyana,plyr. India,3,0
